status,original_corrupted_path,new_sanitized_path_or_error
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD014468,2,MIRROR_SKIP,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\PXD014468,,download_brca2.txt,8634,clean_brca_all.csv,already","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD014468,2,MIRROR_SKIP,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\sanitized_0cf4cc6be01e.csv,already"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD014468,1,OK,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\PXD014468,8634,clean_brca_all.csv,","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD014468,1,OK,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\sanitized_2a5d74a659a0.csv,"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD014468,,download_brca2.txt,2,MIRROR_SKIP,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\PXD014468,8634,clean_brca_all.txt,already","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD014468,,download_brca2.txt,2,MIRROR_SKIP,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\sanitized_d605505b29b9.txt,already"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD014468,,download_brca2.txt,1,OK,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\PXD014468,,download_brca2.txt,8634,clean_brca_all.csv,","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD014468,,download_brca2.txt,1,OK,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\sanitized_f162539e74a5.csv,"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD014468,,clean_brca_all.txt,3,MIRROR_SKIP,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\PXD014468,,download_brca2.txt,8634,url_all.csv,already","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD014468,,clean_brca_all.txt,3,MIRROR_SKIP,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\sanitized_86ca55b25798.csv,already"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD002053,2,MIRROR_SKIP,data\01_raw\BRCA\proteomecentral.proteomexchange.org\cgi\GetDataset,8722,url_all.csv,already","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD002053,2,MIRROR_SKIP,data\01_raw\BRCA\proteomecentral.proteomexchange.org\cgi\sanitized_0b44c1fafd48.csv,already"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD000815,Alternative,2,MIRROR_SKIP,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\PXD000815,8634,clean_brca_all.txt,already","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD000815,Alternative,2,MIRROR_SKIP,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\sanitized_86d34bbd7d09.txt,already"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD000815,Alternative,2,MIRROR_SKIP,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\PXD000815,8634,clean_brca_all.csv,already","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD000815,Alternative,2,MIRROR_SKIP,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\sanitized_47ed6d866da9.csv,already"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD000815,1,OK,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\PXD000815,8634,brca1.txt,","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\PXD000815,1,OK,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\sanitized_9288639f69b6.txt,"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\,1,OK,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\file,8634,url_all.csv,","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\,1,OK,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\sanitized_07b44b65819b.csv,"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\,,nanomedicine_datasets.txt,1,OK,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\,,nanomedicine_datasets.txt,8634,url_all.csv,","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\pride\archive\projects\,,nanomedicine_datasets.txt,1,OK,data\01_raw\BRCA\www.ebi.ac.uk\pride_archive_projects\sanitized_615740a730c1.csv,"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\chembl\,3,MIRROR_SKIP,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\chembl\sanitized_8f7ae3b5569f
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\chembl\,,nanomedicine_datasets.txt,3,MIRROR_SKIP,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\chembl\sanitized_c0b528d47c00.txt,3,MIRROR_SKIP,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\biostudies\arrayexpress,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\biostudies\sanitized_7a8f4141c24e
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\biostudies\arrayexpress,,breast_nanomedicine_portals_to_crawl.master,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\biostudies\sanitized_12531cba3e0a.master,1,OK,data"
SUCCESS,D:\breast_cancer_project_root\data\01_raw\BRCA\NCCN Framework for Resource Stratification of NCCN Guidelines  (NCCN FrameworkTM) Breast CancerNCCN Framework for Resource Stratification of NCCN Guidelines  (NCCN FrameworkTM) Breast Cancer core,D:\breast_cancer_project_root\data\01_raw\BRCA\sanitized_9e268388d5a0
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\biostudies\arrayexpress\studies,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\biostudies\arrayexpress\sanitized_7e048b00bcb0
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\bioimage-archive\,2,MIRROR_SKIP,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\bioimage-archive\sanitized_4a33dae0d94e
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\bioimage-archive\,,nanomedicine_datasets.txt,2,MIRROR_SKIP,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.ebi.ac.uk\bioimage-archive\sanitized_6d831fbaee6d.txt,2,MIRROR_SKIP,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.cancerrxgene.org\downloads,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.cancerrxgene.org\sanitized_47c736919b8d
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.cancerimagingarchive.net\collection\cptac-brca\,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.cancerimagingarchive.net\collection\cptac-brca\sanitized_a1e3c73c00a0
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.cancer.gov\about-cancer\treatment\drugs,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.cancer.gov\about-cancer\treatment\sanitized_1ab0046cb5ce
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.cancer.gov\about-cancer\treatment\drugs\nanoparticlepaclitaxel,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.cancer.gov\about-cancer\treatment\drugs\sanitized_ae0c47526b5d
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.accessdata.fda.gov\drugsatfda_docs\label\2020\021660s047lbl.pdf,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\www.accessdata.fda.gov\drugsatfda_docs\label\2020\sanitized_d7693d3fc857.pdf,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1256\visium-demo-study,nanomedicine,Web,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1256\sanitized_ba49bd3d14ee
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1256\visium-demo-study,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1256\sanitized_c396819d2ee1
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1256\visium-demo-study,nanomedicine,Web",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1256\sanitized_eb0f6593db5b
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1106\stromal-cell-diversity-associated-with-immune-evasion-in-human-triple-negative-breast-cancer,nanomedicine,Web,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1106\sanitized_4b04ff8b722e
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1106\stromal-cell-diversity-associated-with-immune-evasion-in-human-triple-negative-breast-cancer,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1106\sanitized_3b5ee6b65f79
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1106\stromal-cell-diversity-associated-with-immune-evasion-in-human-triple-negative-breast-cancer,nanomedicine,Web",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1106\sanitized_aef5514bec58
ERROR,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1106\stromal-cell-diversity-associated-with-immune-evasion-in-human-triple-negative-breast-cancer,nanomedicine,Web,1,OK,data\01_raw\BRCA","[WinError 3] The system cannot find the path specified: '\\\\?\\D:\\breast_cancer_project_root\\data\\01_raw\\RECURSIVE\\https\\singlecell.broadinstitute.org\\single_cell\\study\\SCP1106\\stromal-cell-diversity-associated-with-immune-evasion-in-human-triple-negative-breast-cancer,nanomedicine,Web,1,OK,data\\01_raw\\BRCA' -> 'D:\\breast_cancer_project_root\\data\\01_raw\\RECURSIVE\\https\\singlecell.broadinstitute.org\\single_cell\\study\\SCP1106\\stromal-cell-diversity-associated-with-immune-evasion-in-human-triple-negative-breast-cancer,nanomedicine,Web,1,OK,data\\01_raw\\sanitized_25aa1d80343f'"
ERROR,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1106\stromal-cell-diversity-associated-with-immune-evasion-in-human-triple-negative-breast-cancer,nanomedicine,Web,1,OK,data\01_raw\BRCA\singlecell.broadinstitute.org","[WinError 3] The system cannot find the path specified: '\\\\?\\D:\\breast_cancer_project_root\\data\\01_raw\\RECURSIVE\\https\\singlecell.broadinstitute.org\\single_cell\\study\\SCP1106\\stromal-cell-diversity-associated-with-immune-evasion-in-human-triple-negative-breast-cancer,nanomedicine,Web,1,OK,data\\01_raw\\BRCA\\singlecell.broadinstitute.org' -> 'D:\\breast_cancer_project_root\\data\\01_raw\\RECURSIVE\\https\\singlecell.broadinstitute.org\\single_cell\\study\\SCP1106\\stromal-cell-diversity-associated-with-immune-evasion-in-human-triple-negative-breast-cancer,nanomedicine,Web,1,OK,data\\01_raw\\BRCA\\sanitized_771a5bd31bb7.org'"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1106\stromal-cell-diversity-associated-with-immune-evasion-in-human-triple-negative-breast-cancer,1,OK,data\01_raw\BRCA\singlecell.broadinstitute.org","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1106\stromal-cell-diversity-associated-with-immune-evasion-in-human-triple-negative-breast-cancer,1,OK,data\01_raw\BRCA\sanitized_771a5bd31bb7.org"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,SINGLECELL,portal,Download,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\sanitized_178184c2eead
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,nanomedicine,Web,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\sanitized_84679215cad3
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\sanitized_ed614a20198c
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,SINGLECELL,portal,Download",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\sanitized_280dcf61a136
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,nanomedicine,Web",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\sanitized_f81369fd860f
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,SINGLECELL,portal,Download,1,OK,data\01_raw\BRCA\singlecell.broadinstitute.org","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,SINGLECELL,portal,Download,1,OK,data\01_raw\BRCA\sanitized_771a5bd31bb7.org"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,nanomedicine,Web,1,OK,data\01_raw\BRCA\singlecell.broadinstitute.org","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,nanomedicine,Web,1,OK,data\01_raw\BRCA\sanitized_771a5bd31bb7.org"
ERROR,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,nanomedicine,Web,1,OK,data\01_raw\BRCA\singlecell.broadinstitute.org\single_cell_study_SCP1039","[WinError 3] The system cannot find the path specified: '\\\\?\\D:\\breast_cancer_project_root\\data\\01_raw\\RECURSIVE\\https\\singlecell.broadinstitute.org\\single_cell\\study\\SCP1039\\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,nanomedicine,Web,1,OK,data\\01_raw\\BRCA\\singlecell.broadinstitute.org\\single_cell_study_SCP1039' -> 'D:\\breast_cancer_project_root\\data\\01_raw\\RECURSIVE\\https\\singlecell.broadinstitute.org\\single_cell\\study\\SCP1039\\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,nanomedicine,Web,1,OK,data\\01_raw\\BRCA\\singlecell.broadinstitute.org\\sanitized_3a0024c5010f'"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,1,OK,data\01_raw\BRCA\singlecell.broadinstitute.org\single_cell_study_SCP1039","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\singlecell.broadinstitute.org\single_cell\study\SCP1039\a-single-cell-and-spatially-resolved-atlas-of-human-breast-cancers,1,OK,data\01_raw\BRCA\singlecell.broadinstitute.org\sanitized_3a0024c5010f"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\reactome.org\download\current\ReactomePathwaysRelation.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\reactome.org\download\current\sanitized_6109e4416e7d.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\reactome.org\download\current\ReactomePathways.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\reactome.org\download\current\sanitized_350fc36134bf.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\reactome.org\download\current\ReactomePathways.gmt.zip,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\reactome.org\download\current\sanitized_5c716045f6c3.zip,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\reactome.org\download\current\,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\reactome.org\download\current\sanitized_a1e3c73c00a0
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\raw.githubusercontent.com\UFPBPK\Nano-Tumor-Database-Version2023\main\Supplementary zipped file_updated.zip,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\raw.githubusercontent.com\UFPBPK\Nano-Tumor-Database-Version2023\main\sanitized_9ab4747cef00.zip,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\raw.githubusercontent.com\UFPBPK\Nano-Tumor-Database-Version2023\main\Supplementary zipped file.zip,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\raw.githubusercontent.com\UFPBPK\Nano-Tumor-Database-Version2023\main\sanitized_f0b0e1c297e9.zip,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\raw.githubusercontent.com\UFPBPK\Nano-Tumor-Database-Version2023\main\Nano-Tumor Database_updated.xlsx,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\raw.githubusercontent.com\UFPBPK\Nano-Tumor-Database-Version2023\main\sanitized_d3a715903c80.xlsx,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\raw.githubusercontent.com\UFPBPK\Nano-Tumor-Database-Version2023\main\Supplementary zipped file_updated.zip,1,OK,data\01_raw\BRCA\raw.githubusercontent.com\UFPBPK_Nano-Tumor-Database-Version2023_main","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\raw.githubusercontent.com\UFPBPK\Nano-Tumor-Database-Version2023\main\Supplementary zipped file_updated.zip,1,OK,data\01_raw\BRCA\raw.githubusercontent.com\sanitized_eae4925e11b9"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\raw.githubusercontent.com\UFPBPK\Nano-Tumor-Database-Version2023\main\Supplementary zipped file.zip,1,OK,data\01_raw\BRCA\raw.githubusercontent.com\UFPBPK_Nano-Tumor-Database-Version2023_main","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\raw.githubusercontent.com\UFPBPK\Nano-Tumor-Database-Version2023\main\Supplementary zipped file.zip,1,OK,data\01_raw\BRCA\raw.githubusercontent.com\sanitized_eae4925e11b9"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\raw.githubusercontent.com\UFPBPK\Nano-Tumor-Database-Version2023\main\Nano-Tumor Database_updated.xlsx,1,OK,data\01_raw\BRCA\raw.githubusercontent.com\UFPBPK_Nano-Tumor-Database-Version2023_main","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\raw.githubusercontent.com\UFPBPK\Nano-Tumor-Database-Version2023\main\Nano-Tumor Database_updated.xlsx,1,OK,data\01_raw\BRCA\raw.githubusercontent.com\sanitized_eae4925e11b9"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\pubchem.ncbi.nlm.nih.gov\docs\bioassays,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\pubchem.ncbi.nlm.nih.gov\docs\sanitized_9c9cdf849bd6
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,PROTEOMICS,portal,Export,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\sanitized_c8067bb0b9f7
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,nanomedicine,Web,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\sanitized_70cee2e46a69
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\sanitized_d9592322fdc1
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,,fetch_nanomedicine_urls.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\sanitized_afee1c864a66.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,PROTEOMICS,portal,Export",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\sanitized_71067a6ef441
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,nanomedicine,Web",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\sanitized_37d30ba9ec27
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,PROTEOMICS,portal,Export,1,OK,data\01_raw\BRCA\proteomic.datacommons.cancer.gov\pdc\browse,PROTEOMICS,portal,Export,8057,url_all.csv,","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,PROTEOMICS,portal,Export,1,OK,data\01_raw\BRCA\proteomic.datacommons.cancer.gov\pdc\sanitized_cb8eff375218.csv,"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,nanomedicine,Web,1,OK,data\01_raw\BRCA\proteomic.datacommons.cancer.gov\pdc\browse,nanomedicine,Web,8057,url_all.csv,","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,nanomedicine,Web,1,OK,data\01_raw\BRCA\proteomic.datacommons.cancer.gov\pdc\sanitized_da62a8d676a5.csv,"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,1,OK,data\01_raw\BRCA\proteomic.datacommons.cancer.gov\pdc\browse,8057,url_all.csv,","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,1,OK,data\01_raw\BRCA\proteomic.datacommons.cancer.gov\pdc\sanitized_ab60b11b0cb6.csv,"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,,fetch_nanomedicine_urls.txt,1,OK,data\01_raw\BRCA\proteomic.datacommons.cancer.gov\pdc\browse,,fetch_nanomedicine_urls.txt,8057,url_all.csv,","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomic.datacommons.cancer.gov\pdc\browse,,fetch_nanomedicine_urls.txt,1,OK,data\01_raw\BRCA\proteomic.datacommons.cancer.gov\pdc\sanitized_71ea33490582.csv,"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomecentral.proteomexchange.org\,nanomedicine,ProteomeXchange",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomecentral.proteomexchange.org\sanitized_aa06054e0830
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomecentral.proteomexchange.org\,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\proteomecentral.proteomexchange.org\sanitized_a1e3c73c00a0
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\portal.gdc.cancer.gov\projects\TCGA-BRCA,TRANSCRIPTOMICS,portal,Use,1,AUTH_REQUIRED,,0,url_all.csv,GDC","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\portal.gdc.cancer.gov\projects\sanitized_5c1a07031b39.csv,GDC"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\portal.gdc.cancer.gov\projects\TCGA-BRCA,TRANSCRIPTOMICS,portal,Use",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\portal.gdc.cancer.gov\projects\sanitized_4a09e9b600d7
